"SurveyResponseID","AnswerNumber","AmenityType","EnvPracticeRating"
3503322,149,"Public infrastructure","Amongst the best in the world"
3497870,162,"Activity and attractions","About average"
3503326,160,"Activity and attractions","Ahead of most other places"
3522919,147,"Commercial accommodation","About average"
3522903,204,"Overall environmental management","About average"
3497870,165,"Overall environmental management","Don't know"
3497870,164,"Public infrastructure","About average"
3496569,153,"Commercial accommodation","Ahead of most other places"
3497866,158,"Public infrastructure","Ahead of most other places"
3522927,138,"Activity and attractions","Ahead of most other places"
3522899,235,"Overall environmental management","Ahead of most other places"
3522903,202,"Visitor transport","Ahead of most other places"
3497870,163,"Visitor transport","Don't know"
3522919,148,"Activity and attractions","About average"
3497881,159,"Activity and attractions","Ahead of most other places"
3503326,159,"Commercial accommodation","Ahead of most other places"
3497877,146,"Commercial accommodation","About average"
3522919,149,"Visitor transport","About average"
3503322,150,"Overall environmental management","Amongst the best in the world"
3503326,161,"Visitor transport","Don't know"
3496569,155,"Visitor transport","Ahead of most other places"
3497877,150,"Overall environmental management","Ahead of most other places"
3497881,162,"Overall environmental management","Don't know"
3522927,141,"Overall environmental management","Ahead of most other places"
3496569,157,"Overall environmental management","Ahead of most other places"
3522943,141,"Activity and attractions","Amongst the best in the world"
3497877,148,"Visitor transport","Ahead of most other places"
3496577,120,"Activity and attractions","Don't know"
3522931,156,"Public infrastructure","Behind most other places"
3522919,150,"Public infrastructure","About average"
3497881,160,"Visitor transport","About average"
3497877,149,"Public infrastructure","About average"
3522919,151,"Overall environmental management","About average"
3503326,162,"Public infrastructure","About average"
3497881,161,"Public infrastructure","Amongst the best in the world"
3522927,140,"Public infrastructure","Ahead of most other places"
3496569,156,"Public infrastructure","Ahead of most other places"
3522927,139,"Visitor transport","Ahead of most other places"
3522931,154,"Activity and attractions","Behind most other places"
3497897,141,"Activity and attractions","Don't know"
3497905,162,"Activity and attractions","Ahead of most other places"
3503326,163,"Overall environmental management","Amongst the best in the world"
3496577,119,"Commercial accommodation","Don't know"
3522931,153,"Commercial accommodation","Behind most other places"
3522963,126,"Commercial accommodation","Ahead of most other places"
3497897,140,"Commercial accommodation","About average"
3503362,158,"Activity and attractions","Ahead of most other places"
3522931,157,"Overall environmental management","Behind most other places"
3522931,155,"Visitor transport","Behind most other places"
3522927,137,"Commercial accommodation","Ahead of most other places"
3497897,144,"Overall environmental management","Amongst the best in the world"
3497881,158,"Commercial accommodation","Ahead of most other places"
3522943,142,"Visitor transport","Amongst the best in the world"
3497897,142,"Visitor transport","Behind most other places"
3503362,160,"Public infrastructure","About average"
3522943,140,"Commercial accommodation","Ahead of most other places"
3497897,143,"Public infrastructure","Amongst the best in the world"
3503362,159,"Visitor transport","Don't know"
3497905,161,"Commercial accommodation","Amongst the best in the world"
3503362,157,"Commercial accommodation","About average"
3522963,129,"Public infrastructure","Ahead of most other places"
3522963,128,"Visitor transport","Ahead of most other places"
3522943,144,"Overall environmental management","Amongst the best in the world"
3497905,164,"Public infrastructure","Ahead of most other places"
3522975,152,"Commercial accommodation","Ahead of most other places"
3497917,147,"Visitor transport","Ahead of most other places"
3503425,174,"Visitor transport","Don't know"
3522979,129,"Overall environmental management","Behind most other places"
3522975,154,"Visitor transport","Ahead of most other places"
3522943,143,"Public infrastructure","Ahead of most other places"
3497905,163,"Visitor transport","Ahead of most other places"
3497917,145,"Commercial accommodation","Ahead of most other places"
3522963,127,"Activity and attractions","Ahead of most other places"
3503362,161,"Overall environmental management","About average"
3522983,149,"Commercial accommodation","Don't know"
3503425,172,"Commercial accommodation","About average"
3522963,130,"Overall environmental management","Amongst the best in the world"
3522975,156,"Overall environmental management","Ahead of most other places"
3522979,126,"Activity and attractions","Behind most other places"
3522979,127,"Visitor transport","Behind most other places"
3522975,153,"Activity and attractions","Ahead of most other places"
3503449,155,"Commercial accommodation","Ahead of most other places"
3522983,152,"Public infrastructure","Don't know"
3522979,125,"Commercial accommodation","Behind most other places"
3497905,165,"Overall environmental management","About average"
3522975,155,"Public infrastructure","About average"
3522979,128,"Public infrastructure","Behind most other places"
3522983,151,"Visitor transport","Don't know"
3522987,130,"Commercial accommodation","Ahead of most other places"
3497917,148,"Public infrastructure","About average"
3497925,174,"Commercial accommodation","About average"
3497917,146,"Activity and attractions","About average"
3503425,175,"Public infrastructure","Ahead of most other places"
3522991,137,"Commercial accommodation","Don't know"
3497925,175,"Activity and attractions","Ahead of most other places"
3503453,186,"Activity and attractions","Don't know"
3503425,173,"Activity and attractions","Ahead of most other places"
3522991,138,"Activity and attractions","Don't know"
3497917,149,"Overall environmental management","About average"
3503425,176,"Overall environmental management","Ahead of most other places"
3522987,132,"Visitor transport","Ahead of most other places"
3522987,131,"Activity and attractions","Amongst the best in the world"
