"SurveyResponseID","AnswerNumber","TravelledWith"
3524103,38,"My husband, wife or partner"
3524104,39,"My husband, wife or partner"
3524105,38,"Other family / relative(s)"
3524106,44,"My husband, wife or partner"
3524108,40,"My husband, wife or partner"
3524108,41,"Child/children aged 15 or older"
3524109,39,"My husband, wife or partner"
3524110,38,"My husband, wife or partner"
3524111,38,"My husband, wife or partner"
3524112,40,"Other family / relative(s)"
3524113,39,"Child/children aged under 15"
3524113,40,"Child/children aged 15 or older"
3524114,41,"My husband, wife or partner"
3524115,39,"Other person(s)"
3524116,41,"My husband, wife or partner"
3524117,56,"My husband, wife or partner"
3524120,41,"Other family / relative(s)"
3524120,42,"Other person(s)"
3524122,38,"Child/children aged 15 or older"
3524123,45,"My husband, wife or partner"
3524124,39,"My husband, wife or partner"
3524126,40,"My husband, wife or partner"
3524127,38,"Other person(s)"
3524128,38,"My husband, wife or partner"
3524129,44,"My husband, wife or partner"
3524129,45,"Child/children aged 15 or older"
3524131,39,"Child/children aged under 15"
3524131,40,"Child/children aged 15 or older"
3524132,39,"My husband, wife or partner"
3524132,40,"Other family / relative(s)"
3524133,58,"My husband, wife or partner"
3524134,39,"My husband, wife or partner"
3524135,40,"Other family / relative(s)"
3524136,39,"My husband, wife or partner"
3524137,38,"My husband, wife or partner"
3524137,39,"Other family / relative(s)"
3524138,41,"Other person(s)"
3524140,43,"My husband, wife or partner"
3524141,46,"My husband, wife or partner"
3524146,39,"My husband, wife or partner"
3524147,38,"My husband, wife or partner"
3524147,39,"Child/children aged 15 or older"
3524149,40,"Other family / relative(s)"
3524150,41,"My husband, wife or partner"
3524151,43,"My husband, wife or partner"
3524154,41,"My husband, wife or partner"
3524155,37,"Other person(s)"
3524157,43,"My husband, wife or partner"
3524160,39,"My husband, wife or partner"
3524161,47,"My husband, wife or partner"
3524164,38,"Child/children aged 15 or older"
3524166,41,"My husband, wife or partner"
3524168,42,"My husband, wife or partner"
3524169,43,"My husband, wife or partner"
3524170,41,"Other family / relative(s)"
3524172,38,"My husband, wife or partner"
3524174,41,"Child/children aged 15 or older"
3524175,38,"Other family / relative(s)"
3524179,40,"My husband, wife or partner"
3524180,38,"Other family / relative(s)"
3524181,38,"My husband, wife or partner"
3524182,40,"My husband, wife or partner"
3524183,44,"My husband, wife or partner"
3524186,43,"My husband, wife or partner"
3524187,38,"My husband, wife or partner"
3524188,42,"My husband, wife or partner"
3524190,42,"My husband, wife or partner"
3524194,41,"Other family / relative(s)"
3524195,40,"My husband, wife or partner"
3524197,41,"My husband, wife or partner"
3524197,42,"Child/children aged under 15"
3524198,60,"My husband, wife or partner"
3524200,38,"Other family / relative(s)"
3524201,50,"Other family / relative(s)"
3524202,42,"My husband, wife or partner"
3524203,48,"My husband, wife or partner"
3524204,41,"My husband, wife or partner"
3524205,38,"Other person(s)"
3524207,37,"My husband, wife or partner"
3524208,42,"Other family / relative(s)"
3524209,39,"My husband, wife or partner"
3524211,38,"Other family / relative(s)"
3524214,37,"Other person(s)"
3524218,42,"My husband, wife or partner"
3524219,42,"My husband, wife or partner"
3524221,38,"My husband, wife or partner"
3524222,38,"My husband, wife or partner"
3524223,41,"Child/children aged under 15"
3524223,42,"Child/children aged 15 or older"
3524226,38,"My husband, wife or partner"
3524227,48,"My husband, wife or partner"
3524227,49,"Child/children aged 15 or older"
3524228,39,"Other person(s)"
3524229,39,"Other person(s)"
3524231,39,"My husband, wife or partner"
3524232,42,"My husband, wife or partner"
3524233,45,"My husband, wife or partner"
3524234,41,"My husband, wife or partner"
3524235,43,"My husband, wife or partner"
3524235,44,"Child/children aged under 15"
3524236,45,"Other person(s)"
3524237,46,"My husband, wife or partner"
3524238,39,"Other family / relative(s)"
3524239,44,"My husband, wife or partner"
3524239,45,"Other family / relative(s)"
3524240,52,"My husband, wife or partner"
3524241,43,"My husband, wife or partner"
3524241,44,"Child/children aged under 15"
3524241,45,"Other family / relative(s)"
3524242,41,"My husband, wife or partner"
3524243,38,"Other family / relative(s)"
3524245,39,"Other family / relative(s)"
3524246,40,"Other family / relative(s)"
3524248,49,"Other family / relative(s)"
3524249,43,"Other person(s)"
3524250,41,"My husband, wife or partner"
3524252,42,"Other person(s)"
3524253,41,"My husband, wife or partner"
3524254,47,"My husband, wife or partner"
3524255,41,"Other person(s)"
3524256,41,"My husband, wife or partner"
3524257,40,"Other family / relative(s)"
3524258,42,"My husband, wife or partner"
3524258,43,"Child/children aged 15 or older"
3524258,44,"Other person(s)"
3524259,45,"My husband, wife or partner"
3524260,47,"My husband, wife or partner"
3524261,49,"My husband, wife or partner"
3524262,40,"My husband, wife or partner"
3524263,40,"My husband, wife or partner"
3524263,41,"Child/children aged under 15"
3524264,39,"My husband, wife or partner"
3524265,39,"My husband, wife or partner"
3524266,50,"My husband, wife or partner"
3524266,51,"Child/children aged 15 or older"
3524267,40,"My husband, wife or partner"
3524269,41,"Other family / relative(s)"
3524270,46,"My husband, wife or partner"
3524270,47,"Other person(s)"
3524271,38,"Child/children aged under 15"
3524272,42,"My husband, wife or partner"
3524272,43,"Child/children aged under 15"
3524273,57,"My husband, wife or partner"
3524274,51,"My husband, wife or partner"
3524275,40,"My husband, wife or partner"
3524276,41,"My husband, wife or partner"
3524276,42,"Child/children aged under 15"
3524277,38,"My husband, wife or partner"
3524278,38,"My husband, wife or partner"
3524279,43,"My husband, wife or partner"
3524280,48,"Other person(s)"
3524281,40,"My husband, wife or partner"
3524281,41,"Child/children aged under 15"
3524283,39,"My husband, wife or partner"
3524283,40,"Child/children aged under 15"
3524283,41,"Other family / relative(s)"
3524284,41,"My husband, wife or partner"
3524286,48,"Other family / relative(s)"
3524287,48,"My husband, wife or partner"
3524288,48,"Other family / relative(s)"
3524290,49,"My husband, wife or partner"
3524291,41,"My husband, wife or partner"
3524292,47,"My husband, wife or partner"
3524293,49,"My husband, wife or partner"
3524293,50,"Child/children aged under 15"
3524294,50,"My husband, wife or partner"
3524295,50,"My husband, wife or partner"
3524296,40,"My husband, wife or partner"
3524297,38,"My husband, wife or partner"
3524299,47,"My husband, wife or partner"
3524301,38,"My husband, wife or partner"
3524302,49,"Other person(s)"
3524303,45,"My husband, wife or partner"
3524304,44,"My husband, wife or partner"
3524305,63,"My husband, wife or partner"
3524306,39,"My husband, wife or partner"
3524307,48,"My husband, wife or partner"
3524308,46,"My husband, wife or partner"
3524309,49,"Other person(s)"
3524310,45,"My husband, wife or partner"
3524311,42,"My husband, wife or partner"
3524311,43,"Child/children aged under 15"
3524313,46,"My husband, wife or partner"
3524314,44,"My husband, wife or partner"
3524314,45,"Child/children aged 15 or older"
3524316,46,"My husband, wife or partner"
3524316,47,"Child/children aged under 15"
3524317,41,"My husband, wife or partner"
3524317,42,"Child/children aged under 15"
3524319,48,"My husband, wife or partner"
3524320,43,"My husband, wife or partner"
3524320,44,"Child/children aged under 15"
3524320,45,"Child/children aged 15 or older"
3524320,46,"Other family / relative(s)"
3524321,39,"My husband, wife or partner"
3524322,53,"My husband, wife or partner"
3524323,44,"My husband, wife or partner"
3524323,45,"Child/children aged under 15"
3524324,43,"My husband, wife or partner"
3524324,44,"Other family / relative(s)"
3524325,42,"My husband, wife or partner"
3524326,42,"My husband, wife or partner"
3524327,44,"Other family / relative(s)"
3524328,41,"Other family / relative(s)"
3524329,39,"My husband, wife or partner"
3524330,51,"My husband, wife or partner"
3524331,47,"Other person(s)"
3524332,41,"My husband, wife or partner"
3524332,42,"Child/children aged under 15"
3524333,42,"Other person(s)"
3524335,41,"Other family / relative(s)"
3524336,39,"My husband, wife or partner"
3524337,41,"Other person(s)"
3524338,52,"My husband, wife or partner"
3524338,53,"Child/children aged under 15"
3524338,54,"Other family / relative(s)"
3524339,47,"My husband, wife or partner"
3524340,42,"My husband, wife or partner"
3524340,43,"Child/children aged under 15"
3524341,44,"My husband, wife or partner"
3524343,44,"My husband, wife or partner"
3524344,39,"My husband, wife or partner"
3524344,40,"Child/children aged under 15"
3524345,53,"My husband, wife or partner"
3524346,41,"My husband, wife or partner"
3524347,42,"My husband, wife or partner"
3524347,43,"Child/children aged under 15"
3524348,45,"My husband, wife or partner"
3524349,48,"My husband, wife or partner"
3524349,49,"Child/children aged under 15"
3524349,50,"Other family / relative(s)"
3524350,42,"My husband, wife or partner"
3524351,56,"My husband, wife or partner"
3524353,57,"My husband, wife or partner"
3524354,40,"My husband, wife or partner"
3524355,44,"My husband, wife or partner"
3524356,42,"My husband, wife or partner"
3524356,43,"Other family / relative(s)"
3524357,42,"My husband, wife or partner"
3524358,42,"My husband, wife or partner"
3524359,39,"My husband, wife or partner"
3524359,40,"Child/children aged under 15"
3524359,41,"Other family / relative(s)"
3524361,40,"My husband, wife or partner"
3524362,41,"My husband, wife or partner"
3524362,42,"Child/children aged under 15"
3524363,41,"My husband, wife or partner"
3524364,39,"My husband, wife or partner"
3524365,44,"My husband, wife or partner"
3524366,41,"Other family / relative(s)"
3524368,44,"Other family / relative(s)"
3524369,57,"My husband, wife or partner"
3524369,58,"Child/children aged under 15"
3524370,43,"My husband, wife or partner"
3524370,44,"Child/children aged under 15"
3524370,45,"Child/children aged 15 or older"
3524371,41,"Other family / relative(s)"
3524372,48,"My husband, wife or partner"
3524372,49,"Other family / relative(s)"
3524373,43,"My husband, wife or partner"
3524373,44,"Child/children aged under 15"
3524375,46,"My husband, wife or partner"
3524378,43,"My husband, wife or partner"
3524378,44,"Child/children aged under 15"
3524379,42,"Child/children aged 15 or older"
3524380,40,"Other person(s)"
3524381,51,"My husband, wife or partner"
3524381,52,"Child/children aged 15 or older"
3524381,53,"Other family / relative(s)"
3524382,50,"My husband, wife or partner"
3524382,51,"Other family / relative(s)"
3524384,47,"My husband, wife or partner"
3524384,48,"Child/children aged under 15"
3524384,49,"Other family / relative(s)"
3524386,41,"My husband, wife or partner"
3524386,42,"Other family / relative(s)"
3524388,44,"My husband, wife or partner"
3524388,45,"Child/children aged 15 or older"
3524389,46,"My husband, wife or partner"
3524390,39,"Other family / relative(s)"
3524391,40,"My husband, wife or partner"
3524391,41,"Child/children aged under 15"
3524392,39,"My husband, wife or partner"
3524393,39,"Child/children aged under 15"
3524397,40,"My husband, wife or partner"
3524399,47,"My husband, wife or partner"
3524400,45,"My husband, wife or partner"
3524402,39,"My husband, wife or partner"
3524403,42,"My husband, wife or partner"
3524404,43,"Other person(s)"
3524407,47,"Other person(s)"
3524408,41,"My husband, wife or partner"
3524408,42,"Child/children aged under 15"
3524409,46,"My husband, wife or partner"
3524409,47,"Other person(s)"
3524410,55,"My husband, wife or partner"
3524411,38,"My husband, wife or partner"
3524412,46,"My husband, wife or partner"
3524413,45,"My husband, wife or partner"
3524414,40,"Other family / relative(s)"
3524415,48,"Other person(s)"
3524416,45,"Other family / relative(s)"
3524417,48,"My husband, wife or partner"
3524417,49,"Child/children aged under 15"
3524417,50,"Child/children aged 15 or older"
3524418,43,"My husband, wife or partner"
3524419,46,"My husband, wife or partner"
3524419,47,"Other family / relative(s)"
3524420,43,"My husband, wife or partner"
3524421,45,"My husband, wife or partner"
3524421,46,"Child/children aged under 15"
3524423,46,"My husband, wife or partner"
3524424,49,"My husband, wife or partner"
3524424,50,"Other family / relative(s)"
3524426,49,"Other person(s)"
3524427,46,"My husband, wife or partner"
3524428,39,"My husband, wife or partner"
3524428,40,"Other family / relative(s)"
3524429,38,"Other family / relative(s)"
3524430,48,"Other family / relative(s)"
3524431,44,"My husband, wife or partner"
3524432,43,"My husband, wife or partner"
3524432,44,"Child/children aged under 15"
3524433,40,"My husband, wife or partner"
3524434,45,"Other family / relative(s)"
